link,label (noise)
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.7.3330,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.377,0
http://dx.doi.org/10.1257/aer.103.3.445,0
http://dx.doi.org/10.1257/aer.102.3.435,1
http://dx.doi.org/10.1257/aer.103.3.575,0
http://dx.doi.org/10.1257/aer.104.5.394,0
http://dx.doi.org/10.1257/aer.102.3.594,0
http://dx.doi.org/10.1257/aer.102.7.3111,0
http://dx.doi.org/10.1257/aer.103.2.771,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.4.1274,0
http://dx.doi.org/10.1257/aer.102.3.666,0
http://dx.doi.org/10.1257/aer.103.3.769,0
http://www.aeaweb.org/articles.php?doi=10.1257/aer.101.3.466,1
http://dx.doi.org/10.1257/aer.102.3.213,0
http://dx.doi.org/10.1257/aer.102.3.381,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610366090,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610384742,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02222.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609354074,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02053.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610370159,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611424289,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02127.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02273.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611398493,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611434748,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611424162,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610368064,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02119.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02329.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611400918,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02434.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612446346,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611413936,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611424165,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02388.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611428471,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02351.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417260,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02209.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02230.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02120.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02473.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02336.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02441.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797609357708,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611403155,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610397669,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02279.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610393746,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02311.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02111.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610364762,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611400096,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02358.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02189.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610382126,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02306.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02047.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610361340,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610388043,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02426.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610372636,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611419168,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02138.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02154.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02122.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02480.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611435134,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611404086,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02083.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02105.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02303.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610389188,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611416997,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611416251,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610389186,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610376072,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612444613,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02126.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02390.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610385953,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02380.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611431693,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02220.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612450894,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02251.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611416250,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02046.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611412387,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611399294,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611414729,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02202.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611431465,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610380696,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611419170,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02158.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610391911,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611431988,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02294.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02324.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612443371,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611429580,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417454,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611433280,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611418347,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611429577,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02319.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02362.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610372634,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02404.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610397954,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02179.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610379863,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610377342,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611408733,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611407209,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612443370,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02386.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02242.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610391100,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610365131,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02091.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611422916,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609359876,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611422236,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02425.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612461752,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02330.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417261,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02187.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610362646,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611403156,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02466.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02307.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612441218,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02374.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02385.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611415542,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02474.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612448793,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02066.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611422237,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02207.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02377.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610364949,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417135,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611407932,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611434536,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610389192,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610377340,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610388810,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611421936,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02118.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02379.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610361446,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02323.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02103.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611435980,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611414728,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610383434,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02451.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610379865,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02314.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610381508,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02368.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612438735,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02370.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612443836,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02131.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02287.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611400915,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610383435,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797609360754,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611420165,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610380701,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610364121,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611419521,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02448.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02245.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02293.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02137.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02357.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02210.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609356420,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610393742,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610362671,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02326.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610396224,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02217.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610388815,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612440098,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02289.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611418346,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611415540,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02198.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02325.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610396223,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610378686,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610384744,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610385355,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611418676,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611429468,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02382.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02112.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02219.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609354832,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02057.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612446350,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417000,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612450034,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611435133,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02292.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611403320,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612445318,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610376074,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612441610,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610363406,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611426727,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611400616,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609355633,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611412389,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02322.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02424.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610368811,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02065.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610397058,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797609356421,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611427043,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611426728,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610387441,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610381507,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02318.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611427920,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02215.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610375451,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611405679,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02406.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02300.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610376073,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02113.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02288.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02096.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609357718,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611400095,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611408735,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02211.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02346.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611412394,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02321.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610389189,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02069.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612440100,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610362675,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610385358,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612440457,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02225.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611411057,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610375448,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610378307,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02397.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417003,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797609359909,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611429709,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02059.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02072.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610387443,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609359908,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02107.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02376.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611433334,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02124.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02412.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610368062,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611409589,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610395395,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611401754,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02415.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610384142,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612438734,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610387442,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02079.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611428472,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611422074,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610363541,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610382124,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02170.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611407933,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611422543,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02333.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611413937,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610397956,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02264.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611434746,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02228.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610383436,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610363546,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02304.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611412392,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612450892,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02278.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611429798,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611404898,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611407208,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610379236,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02224.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610373372,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02045.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02271.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612437606,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02384.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02423.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612446347,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612441004,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02444.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02109.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02463.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02136.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611399292,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02359.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610379860,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610380699,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611411585,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610368808,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610376654,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417724,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609359508,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610370755,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612440101,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611421206,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02157.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612438732,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610381505,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611435920,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610376652,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02268.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611423546,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610367754,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02180.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612446952,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611419304,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02393.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797609354734,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610385359,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612439067,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610362676,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611401755,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611416254,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611419171,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797609360756,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612445314,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02161.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02285.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610375450,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611415539,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610385357,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02177.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611402514,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612438265,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611407930,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611434964,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611414725,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610382125,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02302.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02241.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02445.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612442551,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611398494,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611417002,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02214.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611418985,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611433333,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612443835,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610397666,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02421.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02183.x,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02165.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610364003,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797610397668,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610363555,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612441609,1
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02369.x,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797612453571,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02043.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612446026,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797611421485,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610397055,1
https://journals.sagepub.com/doi/pdf/10.1177/0956797611412391,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02443.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02427.x,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2009.02342.x,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610373934,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797610368060,0
https://journals.sagepub.com/doi/pdf/10.1177/0956797612441217,0
https://journals.sagepub.com/doi/full/10.1111/j.1467-9280.2008.02152.x,1
